village_name,school,hospital,park,retail
西王门庄村委会,24,2,0,8
东王门庄村委会,24,2,0,8
杨家头村委会,34,2,0,15
红庙狼冢村委会,36,2,0,15
茶园村村民委员会,3,1,0,2
叶坑村委会,342,50,10,230
坪塘村委会,106,22,0,155
文峰村委会,1,0,0,0
坨圳村委会,431,60,12,302
大岭村委会,18,5,1,17
龙岭村委会,116,21,1,112
秀峰村委会,145,25,5,162
向阳村委会,3,0,0,1
连城村委会,51,12,0,71
瑶湖村委会,94,10,18,89
东湾村民委员会,247,10,19,225
万洲村民委员会,64,7,13,80
细沥村民委员会,60,6,11,81
小乌村民委员会,67,9,8,73
大简村民委员会,87,14,10,112
大同村民委员会,44,2,0,86
人民村民委员会,67,12,6,58
东迁村委会,113,30,12,176
江蒋漾村委会,122,32,13,170
丁家港村委会,115,31,7,189
南林村委会,134,34,14,172
三长村委会,26,18,4,35
潘家庄村委会,81,14,6,137
新兴港村委会,35,12,2,84
重兆社区居委会,13,11,1,38
李市村委会,14,14,2,35
长超村委会,13,15,2,29
重兆村委会,16,12,1,37
石江社区居委会,76,13,15,188
北村社区居委会,107,15,25,307
烟南村委会,36,9,3,122
镇南村委会,117,14,10,200
南金村委会,188,14,17,369
上金瓯社区居委会,43,13,0,85
大同社区居委会,56,10,12,185
儒溪村委会,35,6,13,88
百东村委会,111,14,8,175
新田村委会,174,24,17,245
罗行社区居委会,63,8,11,155
东联社区居委会,104,10,14,269
西联社区居委会,102,9,13,259
下滘村委会,38,6,10,139
华涌社区居委会,108,11,8,143
罗村社区居委会,311,31,30,578
狮北村委会,30,5,8,125
新境村委会,108,10,18,257
显子岗村委会,53,8,13,285
龙头村委会,137,15,19,437
沙水村委会,104,10,22,408
石泉村委会,117,15,26,390
黄岐社区居委会,917,92,84,1419
草场社区居委会,366,46,44,867
河村社区居委会,249,20,36,553
洲村社区居委会,468,47,54,1050
流潮社区居委会,258,25,38,641
白岗社区居委会,59,7,21,260
得胜村委会,89,9,32,385
宏岗村委会,50,9,22,264
麻奢村委会,125,17,37,360
布新村委会,78,12,27,330
岗联村委会,90,9,19,321
北沙村委会,124,17,29,402
鹤峰村委会,104,15,28,291
建星村委会,33,4,11,88
金星村村委会,206,38,11,156
民丰村委会,29,11,4,90
建国村委会,35,11,6,63
花园村委会,91,20,6,224
魏营村民委员会,7,2,0,2
溪边村委会,118,11,8,150
岩前村委会,128,25,6,91
鸿坪村委会,132,25,6,102
安后村委会,127,25,6,97
顾家村委会,82,29,4,59
王圈村委会,27,11,12,20
傅桥村委会,28,11,12,20
孟桥村委会,19,6,2,22
南陈家村委会,7,4,0,4
湾头村委会,30,16,6,22
东风村委会,20,6,2,23
院庄村委会,19,6,2,23
安柴村委会,36,23,0,48
东鲁村委会,32,11,0,46
杭屯村委会,29,11,0,23
张家村委会,5,2,0,3
东赵冯村委会,25,11,0,29
西赵冯村委会,25,11,0,27
老官村委会,44,14,0,52
大程村委会,17,9,0,23
王海一村村委会,17,9,0,23
王海二村村委会,12,9,0,24
王海三村村委会,11,9,0,23
王桥村委会,19,8,0,18
初桥村委会,36,14,0,62
义和村委会,31,13,0,65
城外李村委会,32,13,0,67
李韩村委会,31,14,0,71
付元村委会,19,6,2,22
南吴村委会,8,0,0,11
赵马村委会,16,11,0,25
赵赵村委会,11,2,1,19
官厂村委会,15,9,0,30
柳白村委会,20,6,2,22
柳舒村委会,37,23,0,41
姜韩村委会,20,6,2,23
寨郝村委会,30,13,0,30
伊家楼村委会,324,66,25,245
东域城村委会,256,58,9,222
西域城村委会,303,65,11,234
三杨村委会,22,7,0,33
东城村委会,53,10,2,46
深沥村民委员会,131,8,3,301
阵村村民委员会,155,10,4,357
上南村民委员会,149,12,3,421
刘屋村民委员会,146,12,6,437
高头村民委员会,159,14,5,394
李屋村民委员会,172,15,5,421
寮仔村民委员会,45,2,2,99
湖山村民委员会,318,25,15,694
中岗村民委员会,146,9,11,390
鸾岗村民委员会,95,2,5,219
铁场村民委员会,68,2,3,184
达士营村民委员会,78,14,5,43
白塔村民委员会,158,30,8,84
八里营村民委员会,740,110,14,340
李村村民委员会,260,32,9,154
段先屯村民委员会,63,14,0,60
张武店村民委员会,42,7,5,31
堡上村民委员会,29,2,2,15
北龙湾村委会,655,113,13,366
小李村村委会,455,87,6,339
八里一村委会,820,126,17,403
魏家村村委会,41,4,1,42
陈家河村委会,495,80,15,292
营东村委会,235,43,2,223
营西村委会,224,34,1,176
下疃村委会,40,8,1,74
女儿村村委会,21,4,1,33
七级东南村委会,18,6,0,45
大欧戈庄村民委员会,30,5,3,53
二里村村委会,781,120,17,409
古城村村委会,12,2,1,24
田庄村民委员会,16,10,0,13
西寨村村民委员会,13,1,0,6
东寨村村民委员会,359,45,10,156
后堤村村民委员会,22,3,0,14
东庄村村民委员会,9,8,0,13
桑寨村村民委员会,17,7,0,5
新建村村民委员会,194,31,6,101
西山村委会,183,31,6,108
前山村委会,134,15,10,69
莲桥村委会,124,15,10,70
后洪庙村委会,8,1,0,5
红土坎村委会,73,6,7,128
瑶头村委会,333,31,14,635
西浦村委会,304,24,12,565
美星村委会,197,8,6,272
布塘村委会,203,14,17,111
东郊村委会,221,56,21,131
吕北村委会,26,13,1,27
秦潭村委会,14,5,2,27
西宁村委会,28,11,0,43
天汾镇村委会,31,19,2,54
澄湖村委会,76,14,6,97
天平村委会,523,39,20,443
马舍村委会,56,12,5,105
莫厘村委会,27,5,4,29
渡口村委会,30,6,4,33
湖桥村委会,58,17,5,110
浦庄村委会,55,14,2,115
太湖居委会,9,7,0,9
大港村委会,56,12,3,130
凌家汇村委会,62,15,2,134
河西村委会,122,14,6,213
秦家港村委会,151,13,7,247
大河村委会,4,5,3,10
西山村委会,83,15,6,102
前村村委会,30,11,0,54
移沿山村委会,69,11,6,105
上强村委会,12,7,1,27
青山村委会,9,4,0,16
四都村委会,21,10,2,43
叶家港村委会,35,11,1,88
沧州村委会,30,11,2,66
圣牛村委会,32,11,1,80
双湾村委会,36,13,2,94
大家港村委会,36,13,2,94
厍港村委会,42,16,1,82
中鲈村委会,49,14,8,52
荷花村委会,192,27,15,179
坛丘村委会,205,27,13,201
双熟村委会,132,25,11,173
兴华村委会,102,23,12,121
大船港村委会,91,24,6,114
龙降桥村委会,39,20,4,73
高新村委会,89,18,10,90
华莺村委会,25,13,3,62
渭泉村委会,25,4,1,10
柏墩村委会,7,5,1,8
袁窦村委会,54,11,0,41
国庆村委会,270,43,20,383
虹桥村委会,22,17,8,105
大舜村委会,22,10,1,53
丁栅社区,14,10,1,46
杨庙社区,10,6,2,54
塔桥村村委会,31,15,7,103
金庄村委会,205,28,5,151
东街村村委会,395,32,5,162
张家场村委会,355,30,5,160
康家务村委会,17,7,0,19
大石村村民委员会,1202,136,26,670
品清村委会,219,19,10,235
木兰村委会,390,36,10,660
霞皋村委会,144,6,6,215
埔柳村委会,46,2,4,21
西沙村委会,57,5,4,115
濑溪村委会,60,3,2,98
兴沙村委会,53,3,0,90
西许村委会,50,3,1,44
云峰村委会,52,4,2,93
后塘村委会,53,3,4,53
湖头村委会,49,6,1,62
张边村委会,45,11,1,75
太湖村委会,41,3,0,41
东沙村委会,124,22,6,145
大埔村委会,69,5,3,106
利角村委会,17,1,0,8
东朱村委会,46,11,1,77
庆丰村委会,392,31,26,294
长岗村委会,114,5,5,324
岗丰村委会,191,5,15,227
翟洞村委会,112,12,3,220
简村村委会,142,9,12,241
三联村委会,359,28,25,243
郭村村委会,16,3,5,34
久裕村委会,305,18,10,771
东洲村委会,300,22,17,736
白江村委会,42,2,4,76
坭紫村委会,345,18,15,829
白石村委会,18,2,2,45
上邵村委会,156,9,16,283
瑶田村委会,387,14,19,689
新何村委会,408,18,21,951
甘涌村委会,417,20,15,931
麻车村委会,49,2,3,62
沙头村委会,73,4,8,122
郭庄村委会,209,30,6,168
牛集村委会,13,2,0,21
何营村委会,168,42,0,184
王营村委会,9,3,0,13
新华村民委员会,3,1,0,0
枣林村村委会,83,7,6,87
新立村村委会,147,15,12,99
桑马房村村委会,36,8,6,61
北臧村村委会,59,9,3,86
西大营村村委会,23,7,5,57
前苑上村村委会,22,8,9,50
留民营村村委会,29,12,7,56
董家务村委会,18,4,0,23
大广安村委会,19,2,0,8
李庄子村委会,9,8,1,31
郭王只堡村委会,18,3,0,9
北魏村委会,12,4,0,7
牛庄村委会,11,3,0,5
南门村委会,46,7,16,69
福塘村委会,113,32,5,51
横潭坎村委会,223,23,15,139
坑边村委会,232,26,15,132
八都村委会,226,26,16,129
西演茅村委会,270,25,19,161
莪园村委会,241,23,17,142
石板路村委会,188,43,10,145
澄村委会,13,2,0,17
溪东村委会,9,2,0,3
上宅村委会,29,12,0,16
左溪村委会,8,0,0,7
小溪坑村委会,2,1,0,0
下秧田村委会,60,12,2,29
上庞村委会,65,10,2,31
下王村委会,63,6,5,45
后村村委会,24,8,0,19
坦头村委会,6,2,0,1
黄务洋村委会,24,4,0,9
鱼山村委会,30,6,0,18
湖岸村委会,142,23,3,114
溪南村委会,235,49,12,163
五百村委会,36,8,0,22
大余村委会,5,3,0,1
东陈村委会,407,87,26,434
西陈村委会,0,0,0,0
岸塘村委会,237,44,61,224
前洋奚村委会,172,57,57,322
六另村委会,143,23,3,113
榧树村委会,139,23,3,114
下陈岙村委会,23,6,0,7
严畈村委会,37,8,0,21
瓶窑村委会,47,5,2,24
下李村委会,62,24,2,45
市山村委会,57,9,3,83
西山村委会,5,1,3,0
岩下桥村委会,37,8,0,21
八一村委会,36,7,0,23
牌门陈村委会,26,4,0,14
长崔村委会,144,23,3,116
东横上宅村委会,29,12,0,16
东横下宅村委会,87,7,5,45
大黄徐村委会,37,6,0,20
黄务村委会,32,5,0,22
洋头村委会,183,27,11,147
下坊村委会,144,23,3,115
下宅张村委会,22,5,0,6
亭头村委会,23,5,0,7
朗树前村委会,25,6,0,16
灵一村委会,18,4,0,19
联合村委会,18,4,0,20
山头洋村委会,40,8,0,26
岩店村委会,16,3,0,14
大横金村委会,36,5,0,21
大横村委会,24,5,0,22
塘上村委会,17,4,1,25
上山村委会,107,55,12,275
大一村委会,71,26,4,79
大二村委会,163,58,60,307
大三村委会,35,7,0,34
市集村委会,30,6,0,27
项家村委会,33,6,0,27
湖塘村委会,33,9,0,13
希董村委会,139,23,3,114
董墅村村委会,58,13,11,108
三皇庙村村委会,58,16,10,118
大吴村委会,36,10,0,31
大庄村委会,12,4,1,10
新民村委会,9,5,0,51
联盟村委会,1,0,1,0
庆祝村委会,8,6,0,51
白马村委会,17,7,0,71
利泰社区居委会,46,14,3,83
直塘社区居委会,36,15,1,66
岳王社区居委会,15,10,7,41
洪泾村委会,44,14,3,85
半泾村委会,43,13,3,82
胜利村委会,39,11,3,76
新塘村委会,106,13,20,169
牌楼社区居委会,12,7,7,42
和平花园社区居委会,22,6,13,33
雅鹿村委会,10,13,1,31
新湖村委会,52,14,6,87
新卫村委会,216,35,10,186
陆渡村委会,73,22,4,116
大张村委会,7,2,0,10
陈桥村村委会,296,39,25,231
路口村村委会,50,23,6,105
北门村村委会,279,39,25,224
塘外村村委会,59,25,6,98
洪庙村村委会,74,25,4,108
红旗村村委会,137,20,12,184
冯家村村委会,16,16,2,45
戴家村村委会,37,19,3,61
二桥村村委会,9,13,3,40
蔡家桥村村委会,9,11,3,37
东新市村村委会,10,8,2,36
北宋村村委会,198,33,8,260
姚家村村委会,22,22,7,83
岳和村村委会,30,19,7,83
北唐村村委会,23,17,7,83
工农村村委会,205,26,15,220
解放村村委会,28,17,6,109
银河村委会,16,8,1,34
双虹桥村委会,15,6,0,24
中天村委会,74,6,2,159
赵牛村村委会,13,2,0,10
沙溪村委会,3,4,0,0
高村村委会,44,23,3,86
虹路村委会,29,16,3,81
苏孟村委会,9,8,0,9
江家村委会,0,0,1,0
上作村村民委员会,252,38,6,115
四联村村民委员会,30,9,0,25
长店村村民委员会,32,9,0,27
桑坡村村民委员会,45,5,0,29
平乐社区居民委员会,38,5,1,26
东山头村村民委员会,56,8,1,52
南石山村村民委员会,24,2,2,14
石门村村民委员会,7,2,0,2
东地村村民委员会,17,1,0,5
二道河村委会,14,6,0,10
杨家庄村委会,202,51,6,126
王家场村委会,148,37,1,111
东南汪村委会,211,50,3,171
河渠村委会,19,1,0,7
油房村委会,20,6,0,8
前浊南村委会,41,2,0,21
后浊南村委会,41,2,0,25
大召村委会,99,17,2,51
北陈村委会,29,2,0,10
李家营村委会,31,1,0,14
大祁村委会,287,40,4,141
田庄村委会,9,5,1,5
清明寺村委会,5,2,0,15
双碓村委会,13,6,1,17
小房村委会,67,17,2,39
石家岙村委会,87,38,2,130
集义村委会,14,7,1,30
樟树村委会,161,56,8,192
滨海村委会,11,6,0,18
望海村委会,41,20,3,85
吉庆桥村委会,219,27,8,251
南北庄村委会,7,3,1,16
义士塔村委会,91,14,8,95
荷花塘村委会,66,9,5,107
银湾村委会,21,8,4,77
赵家上村委会,18,7,3,39
鹤鹿溪村委会,16,9,0,61
康山村委会,14,6,0,24
万亩村委会,277,39,8,295
双河村委会,220,28,7,267
三官村委会,26,6,3,57
安城村委会,13,7,3,20
碧门村委会,12,3,1,22
灵峰村委会,114,21,3,139
孝源村委会,20,5,0,30
松坑村委会,8,3,0,13
吴村村委会,3,2,0,10
姚村村委会,3,2,0,3
杭垓村委会,8,4,0,13
新上塘村委会,8,5,0,11
潴口溪村委会,30,9,5,52
狮古桥村委会,33,12,4,54
新村村委会,7,0,0,6
下汤村委会,5,6,3,18
统里村委会,4,7,0,14
白水湾村委会,7,4,1,20
晓墅社区居委会,25,16,2,29
刘家塘村委会,31,12,3,55
北大街村村委会,223,51,6,145
南大街村村委会,11,1,0,11
路景村村委会,16,0,0,11
南阳村村委会,14,2,0,23
长白村委会,0,0,0,2
南关村委会,251,46,9,172
西王庄村委会,240,48,8,163
新政村委会,219,43,5,132
南大良村委会,231,47,7,159
北张沃村委会,254,47,8,178
李各庄村委会,81,15,5,69
王各庄村委会,240,46,6,159
南苏村委会,21,4,0,22
台城村委会,72,15,4,70
大张庄村委会,109,19,4,107
北六村委会,13,1,3,22
北龙化村委会,16,1,0,10
南龙化村委会,15,1,0,10
西龙化村委会,16,1,0,10
孟仲峰村委会,16,2,0,12
北响口村委会,10,6,0,11
美法村委会,364,86,23,327
吾都村委会,312,75,22,285
上山村委会,350,83,25,318
鹤厅村委会,18,1,1,9
温泉村委会,51,11,1,66
鹤前村委会,111,33,6,171
莲兜美村委会,42,20,2,55
碧一村委会,70,17,0,88
恒美村委会,37,18,1,46
赤岭村委会,51,20,1,51
雅兴村委会,237,62,11,214
同美村委会,364,82,19,298
勤内村委会,274,71,12,238
光德村委会,358,82,21,305
仙苑村委会,230,25,7,205
中标村委会,215,49,16,191
土楼村委会,363,80,22,290
砖文村委会,380,86,23,340
员宅村委会,119,28,8,233
过溪村委会,118,28,8,238
涝港村委会,104,23,6,167
玉田村委会,67,16,1,114
山美村委会,140,31,7,223
大岭村委会,0,2,0,0
西坪村委会,19,2,0,5
阳星村委会,4,0,0,1
尧山村委会,143,32,7,266
后格村委会,118,28,8,236
美塘村委会,59,18,4,67
灶坑村委会,14,2,1,5
灶美村委会,18,2,1,7
翰苑村委会,549,137,19,1261
翰卿村委会,18,2,1,7
新楼村委会,14,3,1,7
尤俊村委会,13,2,1,6
福林村委会,112,39,21,207
南斗门村村委会,158,24,4,123
良富村民委员会,131,35,4,110
大奇连村委会,41,9,0,53
西坂村委会,28,4,1,21
东坂村委会,20,6,0,29
北陶邱村委会,21,6,0,28
南陶邱村委会,25,5,0,40
西只东村委会,25,6,0,36
大西丈村委会,19,4,0,30
耿赵庄村委会,28,6,0,51
东王楼村委会,27,6,0,53
固刘村委会,43,5,0,34
聂庄村委会,18,2,0,13
许庄村委会,21,5,0,22
姚庄村委会,164,29,6,139
刘庄村委会,48,12,1,42
陈集村委会,32,12,1,45
八里庙村委会,48,15,1,54
王店村委会,40,15,2,43
湾子张村委会,30,10,1,35
冯张庄村委会,29,11,1,40
耿庄村委会,35,9,0,31
李屯村委会,24,10,2,21
东街村委会,14,4,0,8
赵丁村委会,153,21,0,91
万福集村委会,7,2,0,9
琉璃庙村委会,17,7,0,34
马集村委会,13,3,0,14
西孔村委会,153,21,0,93
马庄村委会,21,4,0,18
杨河村委会,27,5,1,33
张秀雨村委会,27,5,1,33
后董村委会,43,5,0,35
薛庄村委会,14,2,0,1
曲庄村委会,150,21,0,91
张庄村委会,28,11,1,39
王楼村委会,24,3,0,29
王庄砦村委会,17,3,0,17
后晁楼村委会,15,2,0,13
宋庄村委会,20,7,0,15
边庄村村民委员会,107,16,2,109
蜀山社区居民委员会,108,25,9,120
西望村村民委员会,82,21,7,86
任墅村村民委员会,94,18,11,93
建新村村民委员会,79,22,12,76
塍里村村民委员会,78,24,7,80
三洞桥村村民委员会,89,20,8,83
双桥村村民委员会,85,20,4,73
大港村村民委员会,99,16,15,102
伏东村村民委员会,9,6,0,21
潜洛村村民委员会,58,17,6,80
紫砂村村民委员会,98,22,10,114
洛涧村村民委员会,33,15,7,75
查林村村民委员会,51,9,7,73
川埠村村民委员会,87,17,9,105
双庙村村民委员会,117,24,18,132
洋渚村村民委员会,51,17,1,55
莲花堰村委会,159,20,5,131
荣塘村委会,754,60,6,382
沙田村委会,11,0,1,2
西小里村委会,40,5,0,71
大河村委会,15,2,0,13
胡村村委会,27,7,5,32
王家营村委会,37,6,0,37
南王昝村委会,79,17,0,120
高家庄村委会,19,2,0,23
张楚营村委会,20,3,0,27
李郎村委会,29,4,2,30
马陵居委会,17,12,2,33
东大居委会,13,6,0,18
果园居委会,546,103,14,382
红星居委会,44,17,2,80
耿车居委会,46,11,3,119
新华居委会,43,12,4,95
红卫村委会,44,13,3,94
湖稍村委会,45,14,4,95
五星村委会,47,14,4,107
三义村委会,36,14,1,96
大众村委会,47,16,4,95
刘圩村委会,30,8,1,61
大同村委会,37,12,4,106
肖桥村委会,40,13,0,48
蚕桑村委会,33,12,0,49
毛集村委会,16,8,1,16
王庄村委会,8,4,0,16
徐洼村委会,30,8,3,48
杨集村委会,122,25,9,119
九城村委会,17,12,0,22
花园村委会,32,13,1,51
罗圩居委会,21,10,1,46
古山河居委会,16,9,0,30
集东居委会,29,13,0,47
湖滨居委会,33,6,81,34
蔡家洼村民委员会,161,35,16,201
雷村村委会,3,6,0,3
春华村委会,276,48,24,215
秋丰村委会,307,52,29,238
谢家溪村委会,62,9,9,69
木桥头村委会,63,16,8,83
建华村委会,40,16,5,73
勤丰村委会,66,10,2,53
长垄村委会,60,14,6,36
城北村委会,124,17,2,103
西城头村委会,30,2,1,36
另胡村委会,3,3,0,0
桃花村村委会,235,44,5,163
上拨剑村委会,21,3,1,12
陈西村村委会,23,11,0,34
裕丰村村委会,29,14,1,30
里坂村委会,11,11,1,8
雅致村委会,13,11,1,8
湖头村委会,25,8,0,24
三王村委会,7,3,1,0
许宅村委会,22,9,0,19
固堆庙村民委员会,153,21,0,91
五里墩村民委员会,342,75,13,214
段店村民委员会,37,8,0,46
毕庄村民委员会,24,5,0,26
水牛李村民委员会,26,2,0,27
姜樊村村民委员会,8,4,0,9
东黄海村民委员会,8,1,0,6
欧徐新村村民委员会,26,6,0,25
曹楼村民委员会,11,5,0,13
烟王村民委员会,16,5,0,31
姚楼村民委员会,7,4,0,7
商店村民委员会,28,3,0,32
南张楼村民委员会,14,3,0,20
薛扶集村民委员会,15,4,0,16
南曹社区村民委员会,368,68,3,245
关桥村民委员会,22,8,0,21
阚店村民委员会,15,3,0,38
东方红村村民委员会,14,6,0,13
侯庙村民委员会,14,6,0,13
邢庄村民委员会,20,7,0,14
孔楼村民委员会,194,21,3,176
宫庄村民委员会,71,10,0,97
后店子村民委员会,29,9,1,45
冯桥村民委员会,12,7,0,31
红星村村民委员会,66,11,5,43
杜各村村民委员会,64,11,5,42
大张庄村委会,32,2,0,11
西村村民委员会,26,2,5,10
后林村民委员会,16,5,0,17
云篆山村村委会,18,2,2,19
金竹村委会,2,0,0,0
白鹤村委会,1,1,0,0
后村农村社区村委会,11,1,1,4
花园浜社区居委会,332,64,88,333
常福社区居委会,460,77,131,301
宝岩村委会,161,39,117,151
元和村委会,248,45,64,285
甸桥村委会,404,76,121,325
大湖甸村委会,336,65,116,293
建华村委会,190,36,37,260
毛桥村委会,217,36,15,171
勤丰村委会,283,53,41,218
中泾村委会,17,11,1,49
花溪社区居委会,226,32,15,188
渠中村委会,193,32,15,230
戈庄村委会,265,56,35,328
新厍村委会,51,8,14,110
梦兰村委会,258,52,58,313
泯泾村委会,347,55,14,234
景龙村委会,270,46,10,223
安定村委会,249,47,29,297
言里村委会,90,17,4,138
长瑞村委会,28,13,5,62
三和村委会,66,17,8,115
燕巷村委会,83,18,5,151
和甸村委会,85,17,7,146
湖鹤村委会,30,14,3,70
三星村委会,25,18,7,49
新建村委会,16,10,7,47
青莲村委会,239,42,23,299
湖泾村委会,316,57,68,312
港南村委会,31,24,6,57
小康村委会,95,26,11,149
珍门社区居委会,14,14,1,33
聚沙村委会,47,25,9,84
赵市村委会,34,20,7,61
周行社区居委会,79,25,4,95
福山村委会,7,7,1,27
新州村委会,40,15,3,79
淼泉社区居委会,84,25,7,120
湖东村委会,148,39,20,192
琴东村委会,50,16,10,116
高长村委会,30,16,9,97
吴庄村委会,218,45,19,194
新桥村委会,207,46,24,240
昆承湖村委会,15,9,3,57
常昆村委会,14,8,2,45
任阳社区居委会,13,9,0,25
窑镇村委会,11,8,0,34
枫塘村委会,20,6,1,26
长桥村委会,25,14,1,42
智林村委会,7,8,1,37
杨园社区居委会,29,17,5,51
张桥社区居委会,25,18,11,46
张港泾村委会,30,11,8,67
双浜村委会,54,13,2,58
东旺村委会,16,17,10,38
王庄社区居委会,35,15,2,66
练塘社区居委会,24,13,11,61
车路坝村委会,35,15,3,66
福寿村委会,13,12,1,37
南村坝村委会,38,21,4,74
大河村委会,12,13,2,45
新鑫村委会,14,11,1,43
新巷村委会,17,11,11,46
蒋巷镇村委会,29,13,53,58
新裕村委会,15,14,10,45
常兴村委会,20,17,10,66
鸳鸯桥村委会,59,21,12,108
吉桥村委会,20,14,9,46
罗墩村委会,17,13,4,68
颜巷村委会,136,22,47,207
梁里马村委会,115,17,6,68
黄里马村委会,118,19,7,81
霍洪村委会,107,16,6,68
田禾村委会,24,2,0,22
东河古庙村委会,40,6,1,30
东马延村委会,35,5,1,31
大里村村委会,28,5,1,32
高阜镇村委会,36,5,0,32
董家村村委会,36,5,0,31
董家庄村委会,18,2,0,8
董固村委会,25,2,0,12
常河镇村委会,20,3,1,26
节固村委会,65,12,2,37
南周章村委会,33,4,0,20
田付村村委会,28,6,0,20
徐周天村委会,23,3,0,12
郑周天村委会,21,3,0,9
杨周天村委会,18,2,0,8
艾村村委会,22,2,0,10
后戈庄村委会,20,3,1,26
花园村委会,116,31,0,140
灰埠村委会,26,3,0,19
天岳村民委员会,116,12,0,114
东升社区居委会,489,57,31,386
三港新城社区居委会,604,70,64,509
三北村村民委员会,235,40,32,151
虹霓村村民委员会,34,18,9,62
沈家弄村村民委员会,25,11,5,49
石龙村村民委员会,259,42,37,233
杨庄浜村村民委员会,106,20,8,148
旧埭村村民委员会,24,17,3,62
鱼圻塘村村民委员会,13,14,4,37
星光村村民委员会,28,21,5,69
大齐塘村村民委员会,26,15,4,58
牌楼村村民委员会,28,18,3,79
秦沙村村民委员会,20,18,4,51
中华村村民委员会,66,10,8,95
民主村村民委员会,33,17,6,61
新庄村村民委员会,31,9,2,68
周圩社区居委会,6,14,0,22
小营头村村民委员会,21,11,2,63
海塘村村民委员会,35,18,4,62
南武沟村委会,28,2,0,27
武沟村委会,28,2,0,28
保太村委会,24,3,0,31
李家白壤村委会,37,5,0,40
高家白壤村委会,32,5,0,40
前宕社区,208,41,12,91
后垟社区,835,80,33,464
沙岗村委会,2,3,2,8
鸣山村委会,200,38,12,86
临区村委会,62,28,2,54
郭庄村委会,128,26,12,104
步廊村委会,142,29,11,84
水亭村委会,197,37,12,81
建丰村委会,509,85,53,431
新欣村委会,169,34,13,109
城东村委会,203,38,10,89
徐家站村委会,568,94,17,299
玉莲村委会,279,56,12,165
岱头村委会,254,47,12,120
钱仓村委会,597,105,17,366
小南村委会,45,7,2,23
南陀村委会,106,18,6,50
凤巢村委会,35,8,5,22
陈交大社区,107,24,9,142
宋桥社区,72,19,10,125
黄垟村委会,788,69,80,591
章桥村委会,390,30,14,316
岗上村委会,113,28,9,111
岗下村委会,45,7,2,23
陡北村委会,41,17,3,61
宋埠村委会,822,77,31,503
本策村委会,22,7,2,34
五里庄村委会,28,4,1,13
高三洲村委会,24,2,0,21
赵家寨村委会,26,2,1,11
田家庄村委会,17,0,0,1
新坝村委会,15,7,0,37
龙王村委会,92,24,17,98
新生村委会,86,20,8,103
双隆村委会,58,15,3,74
西水磨村委会,0,0,0,3
会溪村委会,0,0,0,3
西平村委会,9,1,0,5
和平村委会,2,0,0,0
红星村委会,31,1,0,22
郭店村委会,31,1,0,22
霍庄村委会,152,35,3,127
友谊村委会,10,3,1,15
南峰村委会,44,7,3,54
溪沿村委会,22,9,4,17
溪口村委会,2,1,1,2
金星村委会,197,55,12,152
半壁店村委会,202,55,12,159
康各庄村委会,76,25,1,105
黎村村委会,105,8,1,188
永乐村委会,102,8,2,186
红花村委会,101,8,1,192
新风村委会,107,7,0,197
金山村委会,228,9,4,231
万红社区居委会,555,73,46,390
东莱社区居委会,208,34,18,162
闸上村委会,173,36,9,187
东莱村委会,105,26,3,101
福前村委会,116,37,10,169
农联村委会,398,56,27,275
张家港村委会,41,23,3,64
长山村委会,121,30,8,134
德积村委会,26,15,0,53
向阳村委会,66,31,5,69
清水村委会,20,17,1,44
恬庄村委会,42,22,3,124
安庆村委会,79,28,4,144
永联村委会,25,12,1,50
朝东圩港村委会,47,25,2,80
长丰村委会,33,27,6,59
李巷村委会,71,23,7,99
小田村委会,129,38,4,150
大张村委会,21,19,2,40
民新村委会,33,4,3,29
浔中村委会,202,40,14,282
乐陶村委会,191,40,14,253
后所村委会,192,37,14,232
凤洋村委会,52,13,6,71
世科村委会,204,40,14,279
金锁社区居委会,234,55,23,207
宝美村委会,234,55,23,210
丁溪村委会,235,55,23,209
丁墘村委会,201,39,14,279
英山村委会,199,39,14,274
高阳村委会,215,40,14,278
三班村委会,213,42,14,291
泗滨村委会,179,36,14,358
东山村委会,182,36,14,353
桥内村委会,181,36,14,357
上柏村委会,7,7,3,11
秋山村委会,119,18,15,75
士林村委会,15,15,4,22
白彪村委会,15,15,4,22
天皇殿村委会,28,15,6,66
高桥村委会,17,10,3,30
勾里村委会,32,14,7,39
孙家桥村委会,23,12,5,31
大屯村委会,227,42,11,171
下庄村委会,79,20,11,75
郑重庄村委会,51,22,12,106
怀北庄村委会,25,6,5,23
立碑村委会,13,1,1,9
光明村民委员会,58,6,2,169
洪湖村民委员会,178,16,6,405
万松村民委员会,62,3,2,215
太阳村民委员会,180,11,3,230
长排村民委员会,26,2,3,30
范和村民委员会,15,2,2,22
汉塘村民委员会,55,7,0,202
望京洲村村民委员会,46,6,5,202
大道村民委员会,4,0,0,0
东平村民委员会,1339,95,52,1222
下角村民委员会,838,63,42,686
三新村民委员会,523,33,18,712
马庄村民委员会,538,34,16,545
冷水坑村民委员会,197,14,7,276
冰塘村民委员会,433,28,16,433
湖山村民委员会,318,25,15,712
东升村民委员会,236,7,2,602
五一村民委员会,392,15,5,982
联和村民委员会,302,12,4,537
小铁村民委员会,98,5,4,235
乌石村民委员会,270,13,3,485
青塘村民委员会,7,1,0,3
柏岗村民委员会,128,5,1,389
金鸡村民委员会,147,7,1,329
九龙村民委员会,115,6,1,318
虾村村民委员会,28,5,1,44
陶前村民委员会,53,5,0,171
